Text,Sentiment,clean_text,text_len_words,polarity,vader_score,sentiment
Short HT under the 200 SMA stop just over the high of the day. First target 53.95. Second target 53.21 gap fill.,-1,short ht under the 200 sma stop just over the high of the day first target 5395 second target 5321 gap fill,22,0.10250000000000001,-0.296,Negative
QCOM introduces StreamBoost:  average home connects up to seven devices to the Internet,1,qcom introduces streamboost average home connects up to seven devices to the internet,13,-0.15,0.0,Neutral
NVDA love to see momo this next week like previous histogram bars noted.   ,-1,nvda love to see momo this next week like previous histogram bars noted,13,0.11111111111111112,0.7717,Positive
HMA unusual option activity. Trader buys 11k of the Jan 9 Put. Short term bear play,-1,hma unusual option activity trader buys 11k of the jan 9 put short term bear play,16,0.1,0.34,Positive
"ADBE option trader buys 5,300 of the Feb 39C against OI of 741. Bet is on stock above 39 by Feb 16th",1,adbe option trader buys 5300 of the feb 39c against oi of 741 bet is on stock above 39 by feb 16th,22,0.0,0.0,Neutral
"NVDA ooks bullish but it must stay above 13.05 on a closing basis (monthly), EPS say no?  ",-1,nvda ooks bullish but it must stay above 1305 on a closing basis monthly eps say no,17,0.0,-0.4215,Negative
SQNM from watch list over line on volume of 86% of ave full day  ,1,sqnm from watch list over line on volume of 86 of ave full day,14,0.35,-0.3818,Negative
HOTT Failed breakout?  ,-1,hott failed breakout,3,-0.5,-0.5106,Negative
ZN_F ticking up.. I'd be a seller of SDJPY here (*if I weren't already)...,-1,znf ticking up id be a seller of sdjpy here if i werent already,14,0.0,0.0,Neutral
"INO Wow, nice accumulation today, heavy...",1,ino wow nice accumulation today heavy,6,0.16666666666666666,0.765,Positive
ZNGA Fat juicy Short back to lower levels as it closes Gap  2.72?  ,-1,znga fat juicy short back to lower levels as it closes gap 272,13,0.0,-0.296,Negative
GDOT nice bounce from its 50SMA. ooks ready to test the recent highs  ,1,gdot nice bounce from its 50sma ooks ready to test the recent highs,13,0.26666666666666666,0.6486,Positive
HMA ooking for 10's; headed higher!  ,1,hma ooking for 10s headed higher,6,0.25,0.0,Neutral
"SPF ooking for 9's, headed higher with lower rates.  ",1,spf ooking for 9s headed higher with lower rates,9,0.25,-0.296,Negative
"GS JPM XF HOD, they are hungry for stocks out there... SPY",1,gs jpm xf hod they are hungry for stocks out there spy,12,0.0,0.0,Neutral
CHK weekly bullish engulfing   ,1,chk weekly bullish engulfing,4,0.0,0.0,Neutral
GS looks good heading into next week.,1,gs looks good heading into next week,7,0.35,0.4404,Positive
AAP all i know is ipad minis are out of stock everywhere. been going to 8 different stores and none of them have em in stock,1,aap all i know is ipad minis are out of stock everywhere been going to 8 different stores and none of them have em in stock,26,0.0,0.0,Neutral
As goog explodes and aapl implodes MINTE 21 to 23 of user vid from a few years ago have Mark nailing the subject  ,1,as goog explodes and aapl implodes minte 21 to 23 of user vid from a few years ago have mark nailing the subject,23,-0.18333333333333335,0.0,Neutral
"KKD Krispy Kreme Doughnuts, Inc. at IC XChange Conference (ive) 01/17/13 at 9:15 a.m. ET",1,kkd krispy kreme doughnuts inc at ic xchange conference ive 011713 at 915 am et,15,0.0,0.0,Neutral
Picked up FS on pullback due to downgrade. Held support to close week. First PT 37.30  ,1,picked up fs on pullback due to downgrade held support to close week first pt 3730,16,0.0625,0.4019,Positive
"user: I've been picking this one for a while, but I'm calling KKD as the next food company to make a DPZ like run in TWENTY13.",1,user ive been picking this one for a while but im calling kkd as the next food company to make a dpz like run in twenty13,26,0.0,0.5023,Positive
"ZNGA Still shows red and dead on a enko view, PF Box size 0.25  ",-1,znga still shows red and dead on a enko view pf box size 025,14,-0.1,-0.6486,Negative
"GS enko view of GS, PF Box size = 5 showing potential to break to 175  ",1,gs enko view of gs pf box size 5 showing potential to break to 175,15,0.0,0.0,Neutral
"NVDA enko view showing red and dead, need 14 or more for a long & less than 13 for a short  ",-1,nvda enko view showing red and dead need 14 or more for a long less than 13 for a short,20,0.01388888888888889,-0.6486,Negative
"CSX enko view, PF Box size = 1,  VEY bullish above 21, coal stocks confirming move on rails.  ",1,csx enko view pf box size 1 vey bullish above 21 coal stocks confirming move on rails,17,0.0,0.0,Neutral
GOOG And on enko w/ a PF Box size of 50 it looks like a failed breakout  ,-1,goog and on enko w a pf box size of 50 it looks like a failed breakout,17,-0.5,-0.2023,Negative
user At 155 for GS but very bullish on fins as rates are low = The FED Put!,1,user at 155 for gs but very bullish on fins as rates are low the fed put,17,0.1,-0.3919,Negative
user ZNGA I use lagging indicators on lagging stocks ;),-1,user znga i use lagging indicators on lagging stocks,9,0.0,-0.4939,Negative
"GOOG, I like it with a close above 744.96",1,goog i like it with a close above 74496,9,0.0,0.3612,Positive
FS b/o above bull flag on heavy vol. etest of support today on light vol. 41% short float  ,1,fs bo above bull flag on heavy vol etest of support today on light vol 41 short float,18,0.05,0.4019,Positive
MSFT gap close. Continues base. SI rising. Nice : pickup w/ stop below major support & 28.22 PT.  ,1,msft gap close continues base si rising nice pickup w stop below major support 2822 pt,16,-0.04583333333333336,0.5106,Positive
Financials continue ripping. Easy money. C approaching 43 PT  ,1,financials continue ripping easy money c approaching 43 pt,9,0.21666666666666667,0.4404,Positive
VS follow throughs. 10 DMA crossing above 200 DMA. Trading above all MA's. Great setup  ,1,vs follow throughs 10 dma crossing above 200 dma trading above all mas great setup,15,0.26666666666666666,0.6249,Positive
"user BAC Yeah ... they made the easy profits by slashing jobs, now they have to close win-win sales.",-1,user bac yeah they made the easy profits by slashing jobs now they have to close winwin sales,18,0.43333333333333335,0.7096,Positive
New buys today from watch list all did well  NX 20% SONS YEP  BCEI  GDP  AY and SQNM Total triggers this week 39 - a big week,1,new buys today from watch list all did well nx 20 sons yep bcei gdp ay and sqnm total triggers this week 39 a big week,26,0.04545454545454545,0.5106,Positive
"SBX  #SI #EarthThis is the kind of stuff that makes us perk up (so sorry!).but, go on...bullish five waves to 58.    ",1,sbx si earththis is the kind of stuff that makes us perk up so sorrybut go onbullish five waves to 58,21,0.6,0.0,Neutral
"Can you say no brainier? ong SBAC stock, 60/80 Feb collar for protection...  ",1,can you say no brainier ong sbac stock 6080 feb collar for protection,13,0.0,-0.296,Negative
Anyone can say how much svu would go even if the deal goes through? 4? 5? Not sure if much upside left.,1,anyone can say how much svu would go even if the deal goes through 4 5 not sure if much upside left,22,0.037500000000000006,-0.2411,Negative
NVDA the bounce continues and the stock has now cleared its 200SMA and the 13 level. ong   ,1,nvda the bounce continues and the stock has now cleared its 200sma and the 13 level ong,17,0.0,0.1027,Neutral
AXTI Momentum picking up w/ MACD climbing/SI rising.OBV indicator made a new higher high this week  ,1,axti momentum picking up w macd climbingsi risingobv indicator made a new higher high this week,16,0.18212121212121213,0.0,Neutral
GDOT OBV is moving upwards which means that big money is moving into the stock slowly. ong  ,1,gdot obv is moving upwards which means that big money is moving into the stock slowly ong,17,-0.15000000000000002,0.0,Neutral
aapl daily (see notes)  ,1,aapl daily see notes,4,0.0,0.0,Neutral
AMZN daily (see notes)  ,1,amzn daily see notes,4,0.0,0.0,Neutral
C daily (see notes)   ,1,c daily see notes,4,0.0,0.0,Neutral
"EGOV long 16.62 strong above all MA's, resting/basing, room to upper bolly to absorb 10/20 day atr  ",1,egov long 1662 strong above all mas restingbasing room to upper bolly to absorb 1020 day atr,17,0.09583333333333333,0.5106,Positive
AA Fibs   Friends   ,1,aa fibs friends,3,0.0,0.4767,Positive
TSA: Judge Dismisses Massachusetts State Automobile Dealers Association awsuit -  ,1,tsa judge dismisses massachusetts state automobile dealers association awsuit,9,0.0,0.0,Neutral
BAC up trending doesn't appear to slow down as of yet. It's prudent to take some profit at time.  ,1,bac up trending doesnt appear to slow down as of yet its prudent to take some profit at time,19,-0.2277777777777778,0.4404,Positive
"FE - looks like it fired a sell signal Friday, may trade this short on tick below Friday low - have to do more work on utilities later...",-1,fe looks like it fired a sell signal friday may trade this short on tick below friday low have to do more work on utilities later,26,0.125,-0.4939,Negative
coh also got rejected by cloud but still in slight uptrend for past few. buy when it enters cloud  ,1,coh also got rejected by cloud but still in slight uptrend for past few buy when it enters cloud,19,-0.20555555555555557,-0.2846,Negative
yum looks good here out of cloud with stops of either 200 sma or cloud under it. target of 50 sma  ,1,yum looks good here out of cloud with stops of either 200 sma or cloud under it target of 50 sma,21,0.7,0.3182,Positive
EQIX EXPE FB GS HOG MON PII QCOM QIH SODA Some ideas for next week.  Favorite setup is EQIX  ,1,eqix expe fb gs hog mon pii qcom qih soda some ideas for next week favorite setup is eqix,19,0.25,0.4588,Positive
"EQIX No position, would like to see a breakout over 216.50. Prefer more consolidation though  ",1,eqix no position would like to see a breakout over 21650 prefer more consolidation though,15,0.5,0.0772,Neutral
Time for a contraction in AAP.down to test 500 this week by Weds.long Jan11th 510/500 put spread  ,-1,time for a contraction in aapdown to test 500 this week by wedslong jan11th 510500 put spread,17,0.0,0.0,Neutral
AAP Bounce Coming?   ,1,aap bounce coming,3,0.0,0.0,Neutral
FS en fuego!!   ,1,fs en fuego,3,0.0,0.0,Neutral
AXA Over-Sold in Oscillating ange....indicators suggest buy price holds above prev close + increase in volume.,1,axa oversold in oscillating angeindicators suggest buy price holds above prev close increase in volume,15,0.0,0.3182,Positive
A few I'm not holding but will check out. user: Bullish MACD cross: BBG COP ENI EOG JEC IG SFY XE XOP,1,a few im not holding but will check out user bullish macd cross bbg cop eni eog jec ig sfy xe xop,22,-0.1,0.0,Neutral
"JDS beautiful trend, 13.5 should bring out the dip buyers",1,jds beautiful trend 135 should bring out the dip buyers,10,0.85,0.5994,Positive
ko has trouble staying above 200 day sma past few weeks. could short here or higher stops above 38  ,-1,ko has trouble staying above 200 day sma past few weeks could short here or higher stops above 38,19,-0.05714285714285715,-0.5106,Negative
mako a red day monday breaks support and could test old lows of 9-9.25  ,-1,mako a red day monday breaks support and could test old lows of 9925,14,0.05,0.2263,Positive
After-hour Most Advanced: OPT MAKO FOD GNMK JDS EGE AMN PX AAY DDD SV PM BKS F,1,afterhour most advanced opt mako fod gnmk jds ege amn px aay ddd sv pm bks f,17,0.45,0.3167,Positive
GOOG with simple Fibonacci projections on close over 739. 127.2% at 766 and 161.8% at 802  ,1,goog with simple fibonacci projections on close over 739 1272 at 766 and 1618 at 802,16,0.0,0.0,Neutral
Why I am buying AAP on Monday -  ,1,why i am buying aap on monday,7,0.0,0.0,Neutral
user: AMZN over 263 has a Measured Move to 307  ,1,user amzn over 263 has a measured move to 307,10,0.0,0.0,Neutral
user The INO pipeline and the partnerships with the ni's and MK--that pretty much sums it up...,1,user the ino pipeline and the partnerships with the nis and mkthat pretty much sums it up,17,0.225,0.4939,Positive
"AMZN the data company, not the retailer.  A new post by me.   ",1,amzn the data company not the retailer a new post by me,12,0.13636363636363635,0.0,Neutral
Trading environment favors long side. Don't over stay welcome. Too few quality leaders. GS AMH OCN EGN HOV AAP  ,-1,trading environment favors long side dont over stay welcome too few quality leaders gs amh ocn egn hov aap,19,0.18333333333333335,-0.123,Neutral
AAP what an amazing run it has been since 2005. I don't think it's over.   ,1,aap what an amazing run it has been since 2005 i dont think its over,15,0.6000000000000001,0.5859,Positive
A Tale of Two Stocks  AAP GOOG SPY QQQ,1,a tale of two stocks aap goog spy qqq,9,0.0,0.0,Neutral
F Ford's Powerful Bullish Pattern Dictates Price Direction  ,1,f fords powerful bullish pattern dictates price direction,8,0.3,0.4215,Positive
DT - Descending triangle. ower highs. Didn't participate well in the rally & it's overbought.   ,-1,dt descending triangle ower highs didnt participate well in the rally its overbought,13,0.0,-0.2057,Negative
